,0,1
5857,7 june 2012,2012-06-07
5858,29 april 1971,1971-04-29
5859,friday september 22 1978,1978-09-22
5860,27 nov 2002,2002-11-27
5861,15 february 1991,1991-02-15
5862,wednesday may 18 1988,1988-05-18
5863,wednesday june 12 2002,2002-06-12
5864,02.11.09,2009-11-02
5865,friday october 22 1976,1976-10-22
5866,saturday june 25 2016,2016-06-25
5867,monday october 10 2011,2011-10-10
5868,6 nov 2009,2009-11-06
5869,wednesday february 25 2015,2015-02-25
5870,march 7 1980,1980-03-07
5871,13.02.76,1976-02-13
5872,14.06.72,1972-06-14
5873,31 may 1986,1986-05-31
5874,saturday march 13 1999,1999-03-13
5875,monday july 25 1983,1983-07-25
5876,6 december 2009,2009-12-06
5877,friday september 3 1976,1976-09-03
5878,may 20 1987,1987-05-20
5879,apr 26 1981,1981-04-26
5880,16 aug 1995,1995-08-16
5881,2 apr 2006,2006-04-02
5882,march 26 2000,2000-03-26
5883,28 october 1983,1983-10-28
5884,july 7 1995,1995-07-07
5885,wednesday april 2 1975,1975-04-02
5886,thursday august 12 1993,1993-08-12
5887,12/7/04,2004-12-07
5888,monday march 9 2009,2009-03-09
5889,thursday january 11 1996,1996-01-11
5890,thursday january 9 1992,1992-01-09
5891,27 nov 1973,1973-11-27
5892,31 aug 2003,2003-08-31
5893,22 february 1994,1994-02-22
5894,21.12.81,1981-12-21
5895,25 feb 1987,1987-02-25
5896,24 02 75,1975-02-24
5897,january 3 1984,1984-01-03
5898,6/14/85,1985-06-14
5899,monday november 16 2015,2015-11-16
5900,may 27 1983,1983-05-27
5901,friday january 18 1974,1974-01-18
5902,21 jul 1976,1976-07-21
5903,9/13/17,2017-09-13
5904,6 april 1995,1995-04-06
5905,friday december 22 1978,1978-12-22
5906,friday september 26 1986,1986-09-26
5907,27 may 2007,2007-05-27
5908,thursday february 21 1991,1991-02-21
5909,6 february 1998,1998-02-06
5910,february 28 1998,1998-02-28
5911,wednesday february 22 2012,2012-02-22
5912,monday august 12 1996,1996-08-12
5913,sunday november 12 1995,1995-11-12
5914,friday october 29 1993,1993-10-29
5915,wednesday january 28 2009,2009-01-28
5916,tuesday june 17 2008,2008-06-17
5917,apr 13 1998,1998-04-13
5918,25 may 2001,2001-05-25
5919,thursday september 15 1977,1977-09-15
5920,sunday april 16 1972,1972-04-16
5921,24 may 2010,2010-05-24
5922,september 9 1979,1979-09-09
5923,wednesday january 13 1999,1999-01-13
5924,27 dec 2006,2006-12-27
5925,saturday october 18 1975,1975-10-18
5926,tuesday october 20 1987,1987-10-20
5927,wednesday february 8 1989,1989-02-08
5928,sunday february 19 2012,2012-02-19
5929,tuesday february 7 2017,2017-02-07
5930,sunday december 28 1986,1986-12-28
5931,jan 28 2011,2011-01-28
5932,friday august 28 2009,2009-08-28
5933,sunday april 15 2012,2012-04-15
5934,wednesday march 20 2002,2002-03-20
5935,18 november 1994,1994-11-18
5936,june 26 2009,2009-06-26
5937,8 january 2016,2016-01-08
5938,monday august 13 2001,2001-08-13
5939,april 29 1996,1996-04-29
5940,wednesday june 20 2007,2007-06-20
5941,thursday march 23 1995,1995-03-23
5942,8 oct 2000,2000-10-08
5943,april 25 1985,1985-04-25
5944,sunday april 6 1986,1986-04-06
5945,6/22/06,2006-06-22
5946,april 26 1993,1993-04-26
5947,saturday january 13 2007,2007-01-13
5948,18 nov 2015,2015-11-18
5949,thursday august 30 1984,1984-08-30
5950,8 july 2000,2000-07-08
5951,tuesday november 18 2008,2008-11-18
5952,21 october 1972,1972-10-21
5953,10 oct 1972,1972-10-10
5954,29 01 84,1984-01-29
5955,2 december 1989,1989-12-02
5956,thursday july 2 1987,1987-07-02
5957,monday may 28 1973,1973-05-28
5958,15 oct 1972,1972-10-15
5959,july 4 1983,1983-07-04
5960,wednesday december 15 1971,1971-12-15
5961,june 20 1970,1970-06-20
5962,24 oct 2002,2002-10-24
5963,6 march 2011,2011-03-06
5964,wednesday august 12 1987,1987-08-12
5965,23 december 2013,2013-12-23
5966,10 august 1992,1992-08-10
5967,tuesday june 14 1977,1977-06-14
5968,thursday december 19 1996,1996-12-19
5969,1 mar 2010,2010-03-01
5970,tuesday october 14 2003,2003-10-14
5971,wednesday july 26 1978,1978-07-26
5972,saturday november 14 1987,1987-11-14
5973,december 5 1973,1973-12-05
5974,20 april 1972,1972-04-20
5975,11 09 85,1985-09-11
5976,march 9 1984,1984-03-09
5977,sunday april 15 2018,2018-04-15
5978,friday november 13 1987,1987-11-13
5979,friday september 28 1990,1990-09-28
5980,31 dec 1979,1979-12-31
5981,11 10 95,1995-10-11
5982,friday april 8 1983,1983-04-08
5983,3 november 1996,1996-11-03
5984,30.10.06,2006-10-30
5985,26 aug 1998,1998-08-26
5986,tuesday december 29 1970,1970-12-29
5987,3 february 2015,2015-02-03
5988,17 feb 1984,1984-02-17
5989,wednesday january 13 1999,1999-01-13
5990,september 14 2013,2013-09-14
5991,22 august 2016,2016-08-22
5992,18 january 1991,1991-01-18
5993,tuesday march 11 1975,1975-03-11
5994,march 10 1972,1972-03-10
5995,december 14 1978,1978-12-14
5996,april 27 1991,1991-04-27
5997,17 05 79,1979-05-17
5998,saturday november 28 1981,1981-11-28
5999,15 december 1973,1973-12-15
6000,friday september 25 2009,2009-09-25
6001,thursday october 22 1992,1992-10-22
6002,5 oct 1983,1983-10-05
6003,tuesday january 1 2002,2002-01-01
6004,27 apr 1974,1974-04-27
6005,monday january 29 2018,2018-01-29
6006,friday april 28 2000,2000-04-28
6007,tuesday july 10 2007,2007-07-10
6008,24 nov 1982,1982-11-24
6009,17 jun 1976,1976-06-17
6010,6 apr 2011,2011-04-06
6011,12 may 1982,1982-05-12
6012,friday october 2 1981,1981-10-02
6013,september 15 2001,2001-09-15
6014,friday october 17 2008,2008-10-17
6015,16 may 1985,1985-05-16
6016,20 february 2013,2013-02-20
6017,tuesday october 23 2007,2007-10-23
6018,26 jul 1977,1977-07-26
6019,sunday february 17 2008,2008-02-17
6020,wednesday july 28 1993,1993-07-28
6021,february 4 1979,1979-02-04
6022,may 24 1995,1995-05-24
6023,monday february 24 1992,1992-02-24
6024,sunday march 21 2010,2010-03-21
6025,20 september 1999,1999-09-20
6026,saturday may 1 2004,2004-05-01
6027,sunday january 17 1982,1982-01-17
6028,13 feb 1971,1971-02-13
6029,thursday january 11 1990,1990-01-11
6030,saturday june 20 2015,2015-06-20
6031,friday august 14 1992,1992-08-14
6032,8 february 1970,1970-02-08
6033,10 august 1973,1973-08-10
6034,september 4 2009,2009-09-04
6035,05 mar 1976,1976-03-05
6036,13 05 78,1978-05-13
6037,wednesday december 21 1983,1983-12-21
6038,7 october 1981,1981-10-07
6039,monday july 16 1973,1973-07-16
6040,monday april 20 2009,2009-04-20
6041,3 01 83,1983-01-03
6042,aug 5 2001,2001-08-05
6043,wednesday january 26 2011,2011-01-26
6044,monday august 1 1988,1988-08-01
6045,07.08.10,2010-08-07
6046,dec 10 2016,2016-12-10
6047,saturday april 21 1984,1984-04-21
6048,friday november 2 1990,1990-11-02
6049,thursday may 18 1989,1989-05-18
6050,7 mar 2005,2005-03-07
6051,saturday july 4 1987,1987-07-04
6052,thursday january 8 2015,2015-01-08
6053,11 february 1995,1995-02-11
6054,saturday december 2 1972,1972-12-02
6055,27 02 96,1996-02-27
6056,16 june 2003,2003-06-16
6057,21 04 86,1986-04-21
6058,may 12 1978,1978-05-12
6059,jul 1 1996,1996-07-01
6060,august 22 2014,2014-08-22
6061,11 september 2008,2008-09-11
6062,friday december 22 1995,1995-12-22
6063,friday march 18 1983,1983-03-18
6064,09.09.86,1986-09-09
6065,8 jan 2002,2002-01-08
6066,sunday june 20 2004,2004-06-20
6067,09.06.82,1982-06-09
6068,10 jan 1987,1987-01-10
6069,28 dec 2017,2017-12-28
6070,saturday december 20 2008,2008-12-20
6071,thursday january 1 1970,1970-01-01
6072,tuesday january 6 1976,1976-01-06
6073,saturday march 29 2003,2003-03-29
6074,13 march 1992,1992-03-13
6075,tuesday may 2 2017,2017-05-02
6076,03 feb 2001,2001-02-03
6077,thursday june 2 2011,2011-06-02
6078,7 dec 2000,2000-12-07
6079,5 12 12,2012-12-05
6080,thursday june 12 2008,2008-06-12
6081,7 may 1986,1986-05-07
6082,16 jun 2004,2004-06-16
6083,tuesday november 15 1994,1994-11-15
6084,5/18/73,1973-05-18
6085,12/18/06,2006-12-18
6086,11 oct 1978,1978-10-11
6087,wednesday december 10 2014,2014-12-10
6088,dec 19 1974,1974-12-19
6089,tuesday february 14 1978,1978-02-14
6090,wednesday march 21 1990,1990-03-21
6091,may 8 1997,1997-05-08
6092,july 1 2009,2009-07-01
6093,04 dec 2011,2011-12-04
6094,27 10 97,1997-10-27
6095,monday october 9 1972,1972-10-09
6096,friday february 27 1987,1987-02-27
6097,saturday february 16 1974,1974-02-16
6098,tuesday april 20 2004,2004-04-20
6099,wednesday august 13 1997,1997-08-13
6100,25 august 2011,2011-08-25
6101,saturday may 10 2003,2003-05-10
6102,wednesday january 19 1972,1972-01-19
6103,thursday january 19 1978,1978-01-19
6104,august 13 1976,1976-08-13
6105,wednesday january 3 1996,1996-01-03
6106,8 jan 1971,1971-01-08
6107,february 23 1976,1976-02-23
6108,wednesday september 29 1999,1999-09-29
6109,friday august 11 1972,1972-08-11
6110,february 14 1981,1981-02-14
6111,friday december 17 1976,1976-12-17
6112,wednesday october 5 2016,2016-10-05
6113,thursday april 12 1990,1990-04-12
6114,sunday february 12 2012,2012-02-12
6115,saturday august 31 1985,1985-08-31
6116,4/27/81,1981-04-27
6117,friday april 30 2010,2010-04-30
6118,thursday february 24 2011,2011-02-24
6119,wednesday june 4 1997,1997-06-04
6120,monday february 3 1992,1992-02-03
6121,27 nov 1987,1987-11-27
6122,7/26/07,2007-07-26
6123,january 8 2016,2016-01-08
6124,18 aug 1981,1981-08-18
6125,saturday february 18 2017,2017-02-18
6126,22 december 1972,1972-12-22
6127,12 feb 1994,1994-02-12
6128,february 6 1998,1998-02-06
6129,friday february 1 1980,1980-02-01
6130,thursday june 1 2017,2017-06-01
6131,wednesday april 26 1989,1989-04-26
6132,wednesday october 26 2016,2016-10-26
6133,wednesday march 13 1974,1974-03-13
6134,apr 7 1976,1976-04-07
6135,saturday july 10 1999,1999-07-10
6136,10 august 2008,2008-08-10
6137,february 9 2008,2008-02-09
6138,wednesday november 17 1993,1993-11-17
6139,monday november 27 2017,2017-11-27
6140,05.07.17,2017-07-05
6141,july 13 1996,1996-07-13
6142,6 march 2000,2000-03-06
6143,july 17 1980,1980-07-17
6144,october 11 2003,2003-10-11
6145,september 20 2008,2008-09-20
6146,25 dec 1977,1977-12-25
6147,04 sep 2011,2011-09-04
6148,monday october 22 1979,1979-10-22
6149,31 may 1970,1970-05-31
6150,6/28/78,1978-06-28
6151,thursday october 25 1984,1984-10-25
6152,monday august 22 2016,2016-08-22
6153,25 february 1989,1989-02-25
6154,saturday february 6 1971,1971-02-06
6155,sunday april 10 1988,1988-04-10
6156,17 apr 1985,1985-04-17
6157,saturday october 4 2003,2003-10-04
6158,wednesday october 9 1974,1974-10-09
6159,26 march 2004,2004-03-26
6160,thursday january 4 1990,1990-01-04
6161,22.12.75,1975-12-22
6162,july 7 2003,2003-07-07
6163,30 jun 1995,1995-06-30
6164,thursday august 5 1993,1993-08-05
6165,june 5 1984,1984-06-05
6166,2 jun 1987,1987-06-02
6167,june 5 1987,1987-06-05
6168,august 20 2004,2004-08-20
6169,16 mar 1984,1984-03-16
6170,2/7/70,1970-02-07
6171,june 20 1978,1978-06-20
6172,5 may 1970,1970-05-05
6173,tuesday march 26 2013,2013-03-26
6174,08 may 2003,2003-05-08
6175,thursday january 25 1979,1979-01-25
6176,tuesday january 22 1980,1980-01-22
6177,wednesday february 23 2005,2005-02-23
6178,21 dec 1984,1984-12-21
6179,thursday september 22 1988,1988-09-22
6180,12 06 12,2012-06-12
6181,4/24/93,1993-04-24
6182,saturday july 30 1977,1977-07-30
6183,06 may 2009,2009-05-06
6184,sunday january 29 1995,1995-01-29
6185,monday july 30 1990,1990-07-30
6186,15 jan 1991,1991-01-15
6187,20 may 2007,2007-05-20
6188,friday october 30 2015,2015-10-30
6189,august 12 2007,2007-08-12
6190,30 10 14,2014-10-30
6191,25 nov 2014,2014-11-25
6192,march 16 2013,2013-03-16
6193,16.07.03,2003-07-16
6194,sunday january 11 1987,1987-01-11
6195,april 3 1977,1977-04-03
6196,may 19 2006,2006-05-19
6197,sunday august 5 1973,1973-08-05
6198,13 mar 1983,1983-03-13
6199,wednesday july 30 2003,2003-07-30
6200,06 may 2016,2016-05-06
6201,friday july 23 1999,1999-07-23
6202,friday march 26 2010,2010-03-26
6203,monday november 23 1998,1998-11-23
6204,sunday july 17 2005,2005-07-17
6205,11 may 2010,2010-05-11
6206,31 july 1980,1980-07-31
6207,monday march 1 2004,2004-03-01
6208,tuesday february 9 2010,2010-02-09
6209,december 24 1998,1998-12-24
6210,saturday july 15 1978,1978-07-15
6211,9 jul 1997,1997-07-09
6212,08 jan 2012,2012-01-08
6213,tuesday october 23 2007,2007-10-23
6214,monday august 11 2003,2003-08-11
6215,may 28 2010,2010-05-28
6216,21 dec 2013,2013-12-21
6217,sunday november 25 1973,1973-11-25
6218,thursday june 17 1993,1993-06-17
6219,monday january 27 2014,2014-01-27
6220,may 15 1996,1996-05-15
6221,friday june 15 2012,2012-06-15
6222,04.07.11,2011-07-04
6223,monday september 1 2014,2014-09-01
6224,october 16 2008,2008-10-16
6225,march 18 1979,1979-03-18
6226,sunday january 29 1984,1984-01-29
6227,dec 3 2008,2008-12-03
6228,tuesday april 6 1971,1971-04-06
6229,04.10.73,1973-10-04
6230,september 9 2016,2016-09-09
6231,tuesday november 6 1979,1979-11-06
6232,saturday september 21 1996,1996-09-21
6233,friday november 4 2011,2011-11-04
6234,12 august 1997,1997-08-12
6235,monday march 10 1986,1986-03-10
6236,9 jun 1980,1980-06-09
6237,6 may 1983,1983-05-06
6238,19 10 85,1985-10-19
6239,thursday february 14 2008,2008-02-14
6240,monday december 8 1997,1997-12-08
6241,monday april 1 2013,2013-04-01
6242,12 dec 2007,2007-12-12
6243,08 oct 2007,2007-10-08
6244,21 nov 1990,1990-11-21
6245,5 june 2007,2007-06-05
6246,tuesday december 15 1992,1992-12-15
6247,nov 14 1987,1987-11-14
6248,13 may 1971,1971-05-13
6249,friday august 11 1989,1989-08-11
6250,2 mar 1970,1970-03-02
6251,23 january 1979,1979-01-23
6252,april 20 2007,2007-04-20
6253,06.06.74,1974-06-06
6254,august 3 1979,1979-08-03
6255,tuesday june 12 1973,1973-06-12
6256,saturday march 21 1987,1987-03-21
6257,10 09 06,2006-09-10
6258,july 6 1989,1989-07-06
6259,sunday july 16 1978,1978-07-16
6260,13.07.01,2001-07-13
6261,26 07 97,1997-07-26
6262,01 apr 1974,1974-04-01
6263,4 04 74,1974-04-04
6264,07 feb 2007,2007-02-07
6265,wednesday march 17 1976,1976-03-17
6266,10 dec 1971,1971-12-10
6267,march 27 1990,1990-03-27
6268,12 june 2001,2001-06-12
6269,friday november 22 1974,1974-11-22
6270,5 october 1984,1984-10-05
6271,wednesday june 5 2013,2013-06-05
6272,24 december 1975,1975-12-24
6273,tuesday january 16 2007,2007-01-16
6274,thursday june 20 1974,1974-06-20
6275,5 july 1972,1972-07-05
6276,thursday october 30 2008,2008-10-30
6277,8 february 2013,2013-02-08
6278,february 24 1979,1979-02-24
6279,tuesday january 18 2005,2005-01-18
6280,17 january 1981,1981-01-17
6281,14 mar 2015,2015-03-14
6282,mar 10 1986,1986-03-10
6283,aug 31 1982,1982-08-31
6284,monday december 27 2010,2010-12-27
6285,friday november 13 1970,1970-11-13
6286,tuesday september 30 1975,1975-09-30
6287,sep 12 1972,1972-09-12
6288,jun 20 1971,1971-06-20
6289,monday march 22 2004,2004-03-22
6290,7/28/05,2005-07-28
6291,9/26/05,2005-09-26
6292,16 jan 1980,1980-01-16
6293,10 08 91,1991-08-10
6294,friday october 28 2016,2016-10-28
6295,13 february 2003,2003-02-13
6296,monday july 15 1974,1974-07-15
6297,thursday january 3 2008,2008-01-03
6298,thursday march 1 1984,1984-03-01
6299,25 nov 1971,1971-11-25
6300,05 may 1989,1989-05-05
6301,tuesday may 24 1983,1983-05-24
6302,tuesday december 7 1993,1993-12-07
6303,jan 4 2017,2017-01-04
6304,may 9 1974,1974-05-09
6305,tuesday july 18 1995,1995-07-18
6306,tuesday november 8 1977,1977-11-08
6307,august 5 1991,1991-08-05
6308,sunday october 21 1979,1979-10-21
6309,18.06.07,2007-06-18
6310,tuesday april 15 1975,1975-04-15
6311,wednesday july 20 1983,1983-07-20
6312,01.04.93,1993-04-01
6313,tuesday july 6 1993,1993-07-06
6314,monday june 10 2013,2013-06-10
6315,wednesday march 8 2006,2006-03-08
6316,22 june 1976,1976-06-22
6317,17 dec 1983,1983-12-17
6318,11/14/98,1998-11-14
6319,july 20 2012,2012-07-20
6320,saturday july 29 1989,1989-07-29
6321,25 aug 2013,2013-08-25
6322,27 may 2004,2004-05-27
6323,june 24 1989,1989-06-24
6324,thursday march 30 2017,2017-03-30
6325,november 19 1990,1990-11-19
6326,jul 13 1980,1980-07-13
6327,saturday march 11 2006,2006-03-11
6328,saturday july 18 1981,1981-07-18
6329,sunday september 18 2005,2005-09-18
6330,sunday march 17 1985,1985-03-17
6331,dec 23 2015,2015-12-23
6332,14 aug 2011,2011-08-14
6333,monday june 7 1999,1999-06-07
6334,tuesday october 6 2015,2015-10-06
6335,15 may 1993,1993-05-15
6336,february 20 1988,1988-02-20
6337,november 30 2003,2003-11-30
6338,7 may 1982,1982-05-07
6339,11 december 1988,1988-12-11
6340,wednesday october 9 1985,1985-10-09
6341,tuesday july 18 2017,2017-07-18
6342,31 05 74,1974-05-31
6343,tuesday february 4 2014,2014-02-04
6344,tuesday october 12 1982,1982-10-12
6345,23 september 1970,1970-09-23
6346,12 sep 1977,1977-09-12
6347,sunday december 21 2003,2003-12-21
6348,18 january 1979,1979-01-18
6349,10 september 1993,1993-09-10
6350,friday february 16 1979,1979-02-16
6351,20 april 2010,2010-04-20
6352,friday july 15 1977,1977-07-15
6353,thursday july 13 2006,2006-07-13
6354,saturday may 6 2006,2006-05-06
6355,tuesday august 31 1971,1971-08-31
6356,28 dec 1973,1973-12-28
6357,25 oct 1980,1980-10-25
6358,26 jan 2010,2010-01-26
6359,thursday october 29 1981,1981-10-29
6360,3/2/18,2018-03-02
6361,thursday december 21 1989,1989-12-21
6362,november 14 2012,2012-11-14
6363,monday may 23 2005,2005-05-23
6364,5/18/95,1995-05-18
6365,mar 21 1991,1991-03-21
6366,14.08.11,2011-08-14
6367,11 feb 1988,1988-02-11
6368,august 31 2011,2011-08-31
6369,tuesday july 22 2003,2003-07-22
6370,saturday july 10 2004,2004-07-10
6371,saturday december 11 2004,2004-12-11
6372,11.02.83,1983-02-11
6373,oct 24 2000,2000-10-24
6374,18 jul 1993,1993-07-18
6375,saturday october 4 2014,2014-10-04
6376,23 september 2004,2004-09-23
6377,2 10 15,2015-10-02
6378,21.04.00,2000-04-21
6379,tuesday august 9 1988,1988-08-09
6380,22 10 82,1982-10-22
6381,july 24 1981,1981-07-24
6382,sunday october 24 1999,1999-10-24
6383,friday october 27 2006,2006-10-27
6384,monday december 1 1986,1986-12-01
6385,18 dec 1997,1997-12-18
6386,saturday january 29 2005,2005-01-29
6387,november 27 1977,1977-11-27
6388,monday april 27 1981,1981-04-27
6389,jul 19 2013,2013-07-19
6390,monday february 8 1988,1988-02-08
6391,28 jun 2015,2015-06-28
6392,saturday november 24 1990,1990-11-24
6393,monday march 31 2008,2008-03-31
6394,wednesday january 26 1994,1994-01-26
6395,04.01.88,1988-01-04
6396,8 january 1971,1971-01-08
6397,02.12.97,1997-12-02
6398,10 jan 1995,1995-01-10
6399,20.02.87,1987-02-20
6400,tuesday december 8 1981,1981-12-08
6401,saturday december 5 2015,2015-12-05
6402,friday august 11 1995,1995-08-11
6403,13 oct 2012,2012-10-13
6404,28 aug 2004,2004-08-28
6405,wednesday october 15 2008,2008-10-15
6406,saturday march 12 2011,2011-03-12
6407,march 20 2004,2004-03-20
6408,03 may 2009,2009-05-03
6409,2/26/11,2011-02-26
6410,may 18 2013,2013-05-18
6411,14 aug 1974,1974-08-14
6412,thursday february 5 2009,2009-02-05
6413,april 18 1995,1995-04-18
6414,9 june 1998,1998-06-09
6415,17 05 07,2007-05-17
6416,22 december 2004,2004-12-22
6417,26 november 1977,1977-11-26
6418,09 dec 1992,1992-12-09
6419,monday july 6 2015,2015-07-06
6420,12 jun 2012,2012-06-12
6421,sunday march 16 1997,1997-03-16
6422,jan 16 1985,1985-01-16
6423,11 february 1971,1971-02-11
6424,sunday november 11 1979,1979-11-11
6425,october 5 1986,1986-10-05
6426,october 4 1976,1976-10-04
6427,friday august 26 2005,2005-08-26
6428,tuesday october 16 2007,2007-10-16
6429,thursday december 30 1982,1982-12-30
6430,09 jun 1987,1987-06-09
6431,6 01 98,1998-01-06
6432,15 oct 1994,1994-10-15
6433,dec 31 1977,1977-12-31
6434,september 10 2001,2001-09-10
6435,wednesday february 12 1992,1992-02-12
6436,aug 11 1995,1995-08-11
6437,3 oct 2012,2012-10-03
6438,thursday june 3 2004,2004-06-03
6439,23 06 09,2009-06-23
6440,23 dec 2012,2012-12-23
6441,11/25/96,1996-11-25
6442,saturday july 2 2011,2011-07-02
6443,sunday august 12 2007,2007-08-12
6444,thursday december 29 2016,2016-12-29
6445,8/1/72,1972-08-01
6446,august 25 1970,1970-08-25
6447,14 jan 2006,2006-01-14
6448,jul 15 1977,1977-07-15
6449,20.05.13,2013-05-20
6450,friday november 2 1984,1984-11-02
6451,friday august 23 2013,2013-08-23
6452,september 30 1981,1981-09-30
6453,saturday june 24 1989,1989-06-24
6454,25 12 01,2001-12-25
6455,monday july 8 1985,1985-07-08
6456,wednesday june 6 1984,1984-06-06
6457,24 sep 2017,2017-09-24
